epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w1_9,w1_10,w1_11,w1_12,w1_13,w1_14,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,w2_9,b1_0,b1_1,b1_2,b1_3,b1_4,b2_0,b2_1
305.000000,0.132277,0.099943,0.112179,0.103461,-0.208925,0.144743,0.141895,0.145799,0.142316,-0.258665,0.158952,0.162219,0.144356,0.108020,-0.270463,-1.556988,1.592790,-1.382650,1.392776,-1.388706,1.368971,-1.051605,1.129218,4.126713,-4.063247,-1.840206,-1.591906,-1.580632,-1.187735,3.904574,1.541468,-1.639072
306.000000,0.132325,0.100007,0.112232,0.103497,-0.208987,0.144808,0.141940,0.145841,0.142339,-0.258782,0.158968,0.162217,0.144368,0.108032,-0.270555,-1.558132,1.593938,-1.383664,1.393793,-1.389714,1.369983,-1.052402,1.130019,4.129327,-4.065871,-1.841828,-1.593371,-1.582089,-1.188909,3.907269,1.542053,-1.639658
307.000000,0.132372,0.100071,0.112284,0.103533,-0.209048,0.144873,0.141985,0.145883,0.142363,-0.258899,0.158984,0.162215,0.144381,0.108045,-0.270648,-1.559270,1.595081,-1.384672,1.394806,-1.390717,1.370990,-1.053196,1.130817,4.131928,-4.068483,-1.843443,-1.594830,-1.583540,-1.190078,3.909950,1.542635,-1.640242
308.000000,0.132419,0.100134,0.112336,0.103569,-0.209109,0.144937,0.142030,0.145925,0.142386,-0.259015,0.159001,0.162214,0.144393,0.108057,-0.270740,-1.560403,1.596219,-1.385677,1.395815,-1.391716,1.371993,-1.053987,1.131610,4.134518,-4.071082,-1.845050,-1.596283,-1.584984,-1.191242,3.912618,1.543214,-1.640823
309.000000,0.132466,0.100197,0.112387,0.103605,-0.209170,0.145001,0.142075,0.145967,0.142409,-0.259130,0.159018,0.162213,0.144406,0.108069,-0.270832,-1.561531,1.597352,-1.386676,1.396819,-1.392710,1.372992,-1.054773,1.132400,4.137094,-4.073668,-1.846651,-1.597729,-1.586422,-1.192400,3.915272,1.543791,-1.641401
310.000000,0.132513,0.100260,0.112439,0.103641,-0.209230,0.145066,0.142119,0.146008,0.142432,-0.259245,0.159034,0.162212,0.144419,0.108082,-0.270924,-1.562654,1.598480,-1.387672,1.397818,-1.393700,1.373985,-1.055557,1.133187,4.139659,-4.076242,-1.848244,-1.599168,-1.587854,-1.193554,3.917912,1.544364,-1.641976
311.000000,0.132559,0.100323,0.112490,0.103676,-0.209291,0.145129,0.142164,0.146049,0.142456,-0.259359,0.159051,0.162211,0.144432,0.108094,-0.271016,-1.563772,1.599602,-1.388663,1.398813,-1.394685,1.374975,-1.056337,1.133970,4.142212,-4.078805,-1.849829,-1.600601,-1.589279,-1.194702,3.920540,1.544935,-1.642548
312.000000,0.132605,0.100386,0.112541,0.103711,-0.209351,0.145193,0.142208,0.146090,0.142479,-0.259473,0.159068,0.162210,0.144445,0.108107,-0.271107,-1.564885,1.600720,-1.389649,1.399804,-1.395666,1.375960,-1.057113,1.134750,4.144752,-4.081355,-1.851408,-1.602028,-1.590697,-1.195845,3.923154,1.545503,-1.643117
313.000000,0.132651,0.100448,0.112592,0.103747,-0.209411,0.145256,0.142252,0.146131,0.142502,-0.259586,0.159085,0.162209,0.144458,0.108119,-0.271199,-1.565994,1.601833,-1.390631,1.400790,-1.396643,1.376941,-1.057886,1.135526,4.147281,-4.083893,-1.852980,-1.603449,-1.592110,-1.196984,3.925755,1.546068,-1.643684
314.000000,0.132697,0.100510,0.112643,0.103782,-0.209470,0.145319,0.142296,0.146172,0.142524,-0.259698,0.159102,0.162209,0.144471,0.108132,-0.271290,-1.567097,1.602940,-1.391609,1.401772,-1.397615,1.377917,-1.058655,1.136299,4.149798,-4.086419,-1.854544,-1.604863,-1.593516,-1.198117,3.928343,1.546630,-1.644248
315.000000,0.132743,0.100572,0.112693,0.103817,-0.209530,0.145382,0.142340,0.146213,0.142547,-0.259810,0.159120,0.162209,0.144484,0.108145,-0.271381,-1.568195,1.604043,-1.392583,1.402749,-1.398583,1.378889,-1.059421,1.137068,4.152304,-4.088934,-1.856102,-1.606271,-1.594916,-1.199246,3.930918,1.547190,-1.644809
316.000000,0.132788,0.100633,0.112744,0.103852,-0.209589,0.145445,0.142384,0.146253,0.142570,-0.259922,0.159137,0.162208,0.144498,0.108158,-0.271472,-1.569289,1.605141,-1.393552,1.403723,-1.399547,1.379857,-1.060184,1.137834,4.154797,-4.091437,-1.857653,-1.607673,-1.596310,-1.200370,3.933480,1.547747,-1.645368
317.000000,0.132834,0.100694,0.112794,0.103887,-0.209648,0.145507,0.142427,0.146294,0.142593,-0.260033,0.159155,0.162208,0.144511,0.108171,-0.271563,-1.570378,1.606235,-1.394517,1.404692,-1.400507,1.380821,-1.060944,1.138597,4.157280,-4.093928,-1.859196,-1.609068,-1.597698,-1.201489,3.936030,1.548302,-1.645924
318.000000,0.132879,0.100755,0.112844,0.103921,-0.209707,0.145569,0.142470,0.146334,0.142615,-0.260143,0.159172,0.162209,0.144525,0.108184,-0.271654,-1.571462,1.607323,-1.395478,1.405657,-1.401463,1.381780,-1.061700,1.139356,4.159751,-4.096408,-1.860734,-1.610458,-1.599080,-1.202603,3.938568,1.548854,-1.646477
319.000000,0.132924,0.100816,0.112893,0.103956,-0.209766,0.145631,0.142514,0.146374,0.142638,-0.260253,0.159190,0.162209,0.144538,0.108197,-0.271745,-1.572541,1.608407,-1.396435,1.406617,-1.402414,1.382735,-1.062453,1.140112,4.162210,-4.098876,-1.862264,-1.611842,-1.600456,-1.203713,3.941092,1.549403,-1.647028
320.000000,0.132969,0.100877,0.112943,0.103990,-0.209825,0.145693,0.142557,0.146414,0.142660,-0.260362,0.159208,0.162209,0.144552,0.108210,-0.271835,-1.573616,1.609486,-1.397388,1.407574,-1.403362,1.383687,-1.063203,1.140865,4.164659,-4.101334,-1.863788,-1.613220,-1.601826,-1.204818,3.943605,1.549950,-1.647576
321.000000,0.133013,0.100937,0.112992,0.104024,-0.209883,0.145754,0.142600,0.146454,0.142682,-0.260471,0.159226,0.162210,0.144566,0.108223,-0.271925,-1.574686,1.610561,-1.398336,1.408526,-1.404305,1.384634,-1.063949,1.141615,4.167096,-4.103780,-1.865305,-1.614591,-1.603190,-1.205918,3.946106,1.550494,-1.648121
322.000000,0.133058,0.100997,0.113041,0.104058,-0.209941,0.145815,0.142642,0.146493,0.142705,-0.260579,0.159244,0.162211,0.144580,0.108236,-0.272016,-1.575752,1.611630,-1.399281,1.409475,-1.405244,1.385577,-1.064692,1.142361,4.169522,-4.106215,-1.866815,-1.615957,-1.604549,-1.207014,3.948594,1.551036,-1.648664
323.000000,0.133102,0.101057,0.113090,0.104092,-0.209999,0.145876,0.142685,0.146533,0.142727,-0.260686,0.159262,0.162211,0.144594,0.108249,-0.272106,-1.576813,1.612696,-1.400222,1.410419,-1.406179,1.386516,-1.065432,1.143104,4.171938,-4.108639,-1.868319,-1.617318,-1.605901,-1.208105,3.951070,1.551575,-1.649204
324.000000,0.133146,0.101116,0.113139,0.104126,-0.210057,0.145937,0.142727,0.146572,0.142749,-0.260793,0.159280,0.162212,0.144608,0.108263,-0.272195,-1.577870,1.613756,-1.401158,1.411360,-1.407111,1.387451,-1.066169,1.143844,4.174343,-4.111052,-1.869817,-1.618672,-1.607248,-1.209191,3.953535,1.552111,-1.649742
325.000000,0.133190,0.101175,0.113187,0.104160,-0.210114,0.145997,0.142770,0.146611,0.142771,-0.260900,0.159298,0.162213,0.144622,0.108276,-0.272285,-1.578922,1.614813,-1.402091,1.412296,-1.408038,1.388382,-1.066903,1.144581,4.176736,-4.113455,-1.871308,-1.620021,-1.608589,-1.210273,3.955988,1.552645,-1.650278
326.000000,0.133233,0.101234,0.113236,0.104194,-0.210172,0.146057,0.142812,0.146651,0.142793,-0.261006,0.159316,0.162215,0.144637,0.108289,-0.272375,-1.579969,1.615865,-1.403020,1.413228,-1.408962,1.389309,-1.067634,1.145315,4.179120,-4.115846,-1.872793,-1.621364,-1.609925,-1.211351,3.958429,1.553177,-1.650810
327.000000,0.133277,0.101293,0.113284,0.104227,-0.210229,0.146117,0.142854,0.146690,0.142815,-0.261112,0.159335,0.162216,0.144651,0.108303,-0.272464,-1.581013,1.616912,-1.403944,1.414157,-1.409881,1.390233,-1.068362,1.146045,4.181492,-4.118227,-1.874271,-1.622701,-1.611255,-1.212424,3.960858,1.553706,-1.651341
328.000000,0.133320,0.101352,0.113332,0.104260,-0.210286,0.146177,0.142896,0.146728,0.142837,-0.261217,0.159353,0.162218,0.144665,0.108316,-0.272553,-1.582051,1.617955,-1.404865,1.415082,-1.410797,1.391152,-1.069086,1.146773,4.183855,-4.120598,-1.875743,-1.624033,-1.612579,-1.213493,3.963276,1.554233,-1.651869
329.000000,0.133364,0.101410,0.113379,0.104294,-0.210342,0.146236,0.142937,0.146767,0.142859,-0.261321,0.159372,0.162219,0.144680,0.108330,-0.272642,-1.583086,1.618993,-1.405783,1.416003,-1.411709,1.392068,-1.069808,1.147498,4.186207,-4.122958,-1.877209,-1.625359,-1.613898,-1.214557,3.965683,1.554758,-1.652395
330.000000,0.133407,0.101468,0.113427,0.104327,-0.210399,0.146296,0.142979,0.146806,0.142880,-0.261425,0.159391,0.162221,0.144695,0.108344,-0.272731,-1.584116,1.620028,-1.406696,1.416920,-1.412617,1.392980,-1.070527,1.148219,4.188548,-4.125307,-1.878669,-1.626680,-1.615212,-1.215617,3.968078,1.555280,-1.652918
331.000000,0.133449,0.101526,0.113474,0.104360,-0.210455,0.146355,0.143020,0.146844,0.142902,-0.261529,0.159409,0.162223,0.144709,0.108357,-0.272820,-1.585142,1.621058,-1.407605,1.417833,-1.413522,1.393888,-1.071242,1.148938,4.190879,-4.127647,-1.880122,-1.627995,-1.616519,-1.216673,3.970463,1.555800,-1.653439
332.000000,0.133492,0.101584,0.113522,0.104393,-0.210511,0.146413,0.143062,0.146882,0.142924,-0.261632,0.159428,0.162225,0.144724,0.108371,-0.272909,-1.586164,1.622084,-1.408511,1.418742,-1.414423,1.394792,-1.071955,1.149654,4.193201,-4.129976,-1.881570,-1.629305,-1.617822,-1.217724,3.972836,1.556317,-1.653957
333.000000,0.133535,0.101641,0.113569,0.104425,-0.210567,0.146472,0.143103,0.146921,0.142945,-0.261734,0.159447,0.162227,0.144739,0.108385,-0.272997,-1.587182,1.623105,-1.409414,1.419648,-1.415320,1.395693,-1.072665,1.150366,4.195512,-4.132295,-1.883012,-1.630609,-1.619119,-1.218772,3.975198,1.556833,-1.654474
334.000000,0.133577,0.101699,0.113615,0.104458,-0.210623,0.146531,0.143144,0.146959,0.142967,-0.261837,0.159466,0.162229,0.144754,0.108399,-0.273086,-1.588195,1.624122,-1.410312,1.420550,-1.416213,1.396590,-1.073372,1.151076,4.197813,-4.134604,-1.884447,-1.631908,-1.620411,-1.219815,3.977549,1.557345,-1.654988
335.000000,0.133619,0.101756,0.113662,0.104491,-0.210678,0.146589,0.143185,0.146997,0.142988,-0.261938,0.159485,0.162232,0.144769,0.108412,-0.273174,-1.589204,1.625135,-1.411207,1.421448,-1.417103,1.397483,-1.074076,1.151783,4.200104,-4.136903,-1.885877,-1.633202,-1.621698,-1.220854,3.979889,1.557856,-1.655499
336.000000,0.133661,0.101812,0.113708,0.104523,-0.210734,0.146647,0.143226,0.147034,0.143009,-0.262039,0.159504,0.162234,0.144784,0.108426,-0.273262,-1.590209,1.626145,-1.412098,1.422343,-1.417989,1.398373,-1.074777,1.152487,4.202386,-4.139192,-1.887300,-1.634491,-1.622979,-1.221888,3.982219,1.558364,-1.656009
337.000000,0.133703,0.101869,0.113755,0.104555,-0.210789,0.146704,0.143266,0.147072,0.143030,-0.262140,0.159524,0.162237,0.144799,0.108440,-0.273350,-1.591210,1.627149,-1.412986,1.423234,-1.418872,1.399259,-1.075475,1.153188,4.204657,-4.141471,-1.888718,-1.635774,-1.624256,-1.222919,3.984538,1.558871,-1.656516
338.000000,0.133744,0.101925,0.113801,0.104587,-0.210844,0.146762,0.143307,0.147110,0.143052,-0.262240,0.159543,0.162240,0.144814,0.108454,-0.273438,-1.592207,1.628150,-1.413870,1.424121,-1.419751,1.400141,-1.076171,1.153886,4.206919,-4.143741,-1.890130,-1.637052,-1.625527,-1.223946,3.986846,1.559374,-1.657021
339.000000,0.133786,0.101981,0.113847,0.104619,-0.210899,0.146819,0.143347,0.147147,0.143073,-0.262340,0.159562,0.162242,0.144829,0.108468,-0.273525,-1.593200,1.629147,-1.414750,1.425005,-1.420626,1.401020,-1.076864,1.154582,4.209172,-4.146001,-1.891537,-1.638325,-1.626793,-1.224968,3.989144,1.559876,-1.657523
340.000000,0.133827,0.102037,0.113893,0.104651,-0.210953,0.146877,0.143387,0.147185,0.143094,-0.262440,0.159582,0.162245,0.144844,0.108483,-0.273613,-1.594189,1.630140,-1.415627,1.425886,-1.421498,1.401895,-1.077554,1.155275,4.211415,-4.148251,-1.892937,-1.639593,-1.628053,-1.225987,3.991432,1.560376,-1.658024
341.000000,0.133868,0.102093,0.113938,0.104683,-0.211008,0.146933,0.143428,0.147222,0.143115,-0.262538,0.159601,0.162248,0.144860,0.108497,-0.273700,-1.595174,1.631129,-1.416500,1.426763,-1.422367,1.402767,-1.078241,1.155964,4.213648,-4.150492,-1.894332,-1.640856,-1.629309,-1.227001,3.993709,1.560873,-1.658522
342.000000,0.133909,0.102149,0.113983,0.104715,-0.211062,0.146990,0.143468,0.147259,0.143136,-0.262637,0.159621,0.162252,0.144875,0.108511,-0.273787,-1.596156,1.632114,-1.417370,1.427636,-1.423232,1.403636,-1.078925,1.156652,4.215872,-4.152723,-1.895722,-1.642114,-1.630560,-1.228012,3.995976,1.561368,-1.659018
343.000000,0.133950,0.102204,0.114029,0.104747,-0.211116,0.147047,0.143507,0.147296,0.143157,-0.262735,0.159640,0.162255,0.144891,0.108525,-0.273874,-1.597133,1.633095,-1.418237,1.428506,-1.424094,1.404501,-1.079607,1.157336,4.218087,-4.154945,-1.897105,-1.643367,-1.631806,-1.229018,3.998233,1.561862,-1.659512
344.000000,0.133991,0.102259,0.114074,0.104778,-0.211169,0.147103,0.143547,0.147333,0.143177,-0.262833,0.159660,0.162258,0.144906,0.108539,-0.273961,-1.598106,1.634072,-1.419100,1.429372,-1.424952,1.405362,-1.080286,1.158018,4.220292,-4.157158,-1.898484,-1.644615,-1.633047,-1.230021,4.000480,1.562353,-1.660004
345.000000,0.134031,0.102314,0.114119,0.104809,-0.211223,0.147159,0.143587,0.147369,0.143198,-0.262930,0.159680,0.162262,0.144922,0.108554,-0.274048,-1.599076,1.635045,-1.419960,1.430235,-1.425807,1.406220,-1.080962,1.158697,4.222489,-4.159362,-1.899856,-1.645858,-1.634283,-1.231020,4.002717,1.562841,-1.660494
346.000000,0.134072,0.102368,0.114163,0.104841,-0.211276,0.147215,0.143626,0.147406,0.143219,-0.263027,0.159700,0.162265,0.144937,0.108568,-0.274135,-1.600042,1.636014,-1.420816,1.431095,-1.426658,1.407075,-1.081636,1.159373,4.224676,-4.161556,-1.901223,-1.647096,-1.635515,-1.232015,4.004944,1.563328,-1.660982
347.000000,0.134112,0.102423,0.114208,0.104872,-0.211330,0.147271,0.143666,0.147442,0.143239,-0.263123,0.159720,0.162269,0.144953,0.108582,-0.274221,-1.601003,1.636980,-1.421669,1.431951,-1.427507,1.407927,-1.082307,1.160047,4.226854,-4.163741,-1.902585,-1.648329,-1.636741,-1.233006,4.007161,1.563813,-1.661468
348.000000,0.134152,0.102477,0.114252,0.104903,-0.211383,0.147326,0.143705,0.147479,0.143260,-0.263219,0.159740,0.162273,0.144969,0.108597,-0.274307,-1.601962,1.637942,-1.422519,1.432804,-1.428352,1.408775,-1.082976,1.160718,4.229023,-4.165917,-1.903942,-1.649558,-1.637963,-1.233994,4.009368,1.564296,-1.661951
349.000000,0.134192,0.102531,0.114296,0.104934,-0.211435,0.147382,0.143744,0.147515,0.143280,-0.263314,0.159760,0.162277,0.144985,0.108611,-0.274393,-1.602916,1.638900,-1.423365,1.433654,-1.429193,1.409620,-1.083642,1.161387,4.231184,-4.168085,-1.905293,-1.650781,-1.639180,-1.234977,4.011566,1.564777,-1.662433
350.000000,0.134232,0.102585,0.114340,0.104964,-0.211488,0.147437,0.143783,0.147551,0.143301,-0.263409,0.159780,0.162281,0.145001,0.108626,-0.274479,-1.603867,1.639854,-1.424208,1.434500,-1.430032,1.410461,-1.084305,1.162053,4.233335,-4.170243,-1.906638,-1.652000,-1.640392,-1.235957,4.013754,1.565255,-1.662912
351.000000,0.134271,0.102638,0.114384,0.104995,-0.211541,0.147492,0.143822,0.147587,0.143321,-0.263504,0.159800,0.162285,0.145017,0.108640,-0.274565,-1.604814,1.640804,-1.425048,1.435343,-1.430867,1.411300,-1.084966,1.162716,4.235478,-4.172393,-1.907979,-1.653214,-1.641599,-1.236933,4.015933,1.565732,-1.663390
352.000000,0.134311,0.102692,0.114428,0.105026,-0.211593,0.147547,0.143860,0.147623,0.143341,-0.263598,0.159820,0.162289,0.145033,0.108655,-0.274651,-1.605757,1.641751,-1.425885,1.436183,-1.431699,1.412135,-1.085624,1.163377,4.237612,-4.174534,-1.909314,-1.654424,-1.642802,-1.237906,4.018102,1.566207,-1.663865
353.000000,0.134350,0.102745,0.114471,0.105056,-0.211645,0.147601,0.143899,0.147659,0.143362,-0.263692,0.159840,0.162293,0.145049,0.108669,-0.274736,-1.606697,1.642695,-1.426719,1.437020,-1.432527,1.412967,-1.086280,1.164035,4.239738,-4.176666,-1.910644,-1.655629,-1.644001,-1.238875,4.020262,1.566680,-1.664339
354.000000,0.134389,0.102798,0.114515,0.105087,-0.211697,0.147656,0.143938,0.147695,0.143382,-0.263786,0.159861,0.162298,0.145065,0.108684,-0.274822,-1.607633,1.643634,-1.427549,1.437853,-1.433353,1.413795,-1.086933,1.164691,4.241855,-4.178790,-1.911969,-1.656829,-1.645194,-1.239840,4.022412,1.567150,-1.664810
355.000000,0.134428,0.102851,0.114558,0.105117,-0.211748,0.147710,0.143976,0.147730,0.143402,-0.263879,0.159881,0.162302,0.145081,0.108699,-0.274907,-1.608566,1.644570,-1.428376,1.438683,-1.434176,1.414621,-1.087583,1.165344,4.243963,-4.180905,-1.913289,-1.658025,-1.646383,-1.240802,4.024553,1.567619,-1.665280
356.000000,0.134467,0.102903,0.114601,0.105147,-0.211800,0.147764,0.144014,0.147766,0.143422,-0.263971,0.159901,0.162307,0.145097,0.108714,-0.274992,-1.609495,1.645503,-1.429200,1.439510,-1.434995,1.415443,-1.088232,1.165995,4.246063,-4.183011,-1.914604,-1.659216,-1.647568,-1.241760,4.026686,1.568086,-1.665748
357.000000,0.134505,0.102956,0.114644,0.105177,-0.211851,0.147818,0.144052,0.147801,0.143442,-0.264064,0.159922,0.162311,0.145113,0.108728,-0.275077,-1.610421,1.646432,-1.430021,1.440334,-1.435811,1.416263,-1.088877,1.166643,4.248155,-4.185110,-1.915913,-1.660403,-1.648748,-1.242714,4.028809,1.568551,-1.666213
358.000000,0.134544,0.103008,0.114687,0.105207,-0.211902,0.147871,0.144090,0.147837,0.143462,-0.264155,0.159942,0.162316,0.145130,0.108743,-0.275162,-1.611343,1.647357,-1.430839,1.441155,-1.436624,1.417079,-1.089521,1.167289,4.250238,-4.187199,-1.917218,-1.661585,-1.649924,-1.243665,4.030923,1.569015,-1.666677
359.000000,0.134582,0.103060,0.114729,0.105237,-0.211953,0.147925,0.144128,0.147872,0.143482,-0.264247,0.159963,0.162321,0.145146,0.108758,-0.275246,-1.612261,1.648279,-1.431653,1.441973,-1.437435,1.417892,-1.090162,1.167932,4.252314,-4.189281,-1.918518,-1.662763,-1.651095,-1.244613,4.033028,1.569476,-1.667139
360.000000,0.134621,0.103112,0.114771,0.105267,-0.212004,0.147978,0.144166,0.147907,0.143502,-0.264338,0.159983,0.162326,0.145162,0.108773,-0.275331,-1.613177,1.649198,-1.432465,1.442788,-1.438242,1.418702,-1.090800,1.168573,4.254380,-4.191354,-1.919812,-1.663936,-1.652262,-1.245557,4.035124,1.569935,-1.667599
361.000000,0.134659,0.103163,0.114814,0.105296,-0.212055,0.148031,0.144204,0.147942,0.143522,-0.264429,0.160004,0.162331,0.145179,0.108787,-0.275415,-1.614088,1.650113,-1.433274,1.443600,-1.439046,1.419509,-1.091436,1.169212,4.256439,-4.193419,-1.921102,-1.665105,-1.653425,-1.246497,4.037211,1.570393,-1.668058
362.000000,0.134697,0.103215,0.114856,0.105326,-0.212105,0.148084,0.144242,0.147977,0.143541,-0.264519,0.160025,0.162336,0.145195,0.108802,-0.275499,-1.614997,1.651025,-1.434079,1.444408,-1.439847,1.420313,-1.092070,1.169848,4.258490,-4.195476,-1.922387,-1.666270,-1.654583,-1.247434,4.039290,1.570849,-1.668514
363.000000,0.134734,0.103266,0.114898,0.105355,-0.212155,0.148137,0.144279,0.148011,0.143561,-0.264609,0.160045,0.162341,0.145212,0.108817,-0.275584,-1.615902,1.651933,-1.434882,1.445214,-1.440645,1.421114,-1.092702,1.170482,4.260533,-4.197525,-1.923667,-1.667430,-1.655737,-1.248368,4.041360,1.571303,-1.668969
364.000000,0.134772,0.103317,0.114939,0.105385,-0.212205,0.148190,0.144316,0.148046,0.143581,-0.264699,0.160066,0.162346,0.145228,0.108832,-0.275667,-1.616803,1.652838,-1.435682,1.446017,-1.441440,1.421913,-1.093331,1.171113,4.262567,-4.199566,-1.924943,-1.668586,-1.656887,-1.249298,4.043421,1.571755,-1.669421
365.000000,0.134810,0.103368,0.114981,0.105414,-0.212255,0.148242,0.144354,0.148081,0.143600,-0.264788,0.160087,0.162352,0.145245,0.108847,-0.275751,-1.617702,1.653739,-1.436479,1.446816,-1.442233,1.422708,-1.093957,1.171742,4.264594,-4.201599,-1.926213,-1.669738,-1.658032,-1.250225,4.045474,1.572205,-1.669872
366.000000,0.134847,0.103418,0.115023,0.105443,-0.212305,0.148294,0.144391,0.148115,0.143620,-0.264877,0.160108,0.162357,0.145262,0.108862,-0.275835,-1.618597,1.654637,-1.437273,1.447613,-1.443022,1.423500,-1.094582,1.172369,4.266613,-4.203624,-1.927479,-1.670885,-1.659173,-1.251149,4.047518,1.572654,-1.670321
367.000000,0.134884,0.103469,0.115064,0.105472,-0.212355,0.148346,0.144428,0.148149,0.143639,-0.264966,0.160129,0.162363,0.145278,0.108877,-0.275918,-1.619488,1.655532,-1.438064,1.448407,-1.443808,1.424289,-1.095204,1.172994,4.268624,-4.205641,-1.928740,-1.672029,-1.660310,-1.252069,4.049554,1.573100,-1.670769
368.000000,0.134921,0.103519,0.115105,0.105501,-0.212404,0.148398,0.144465,0.148184,0.143659,-0.265054,0.160150,0.162368,0.145295,0.108892,-0.276002,-1.620377,1.656424,-1.438852,1.449198,-1.444592,1.425076,-1.095824,1.173616,4.270628,-4.207651,-1.929997,-1.673168,-1.661443,-1.252986,4.051582,1.573545,-1.671214
369.000000,0.134958,0.103569,0.115146,0.105530,-0.212453,0.148450,0.144501,0.148218,0.143678,-0.265142,0.160171,0.162374,0.145312,0.108907,-0.276085,-1.621262,1.657312,-1.439637,1.449986,-1.445373,1.425860,-1.096442,1.174236,4.272624,-4.209652,-1.931248,-1.674303,-1.662572,-1.253900,4.053601,1.573989,-1.671658
370.000000,0.134995,0.103619,0.115187,0.105558,-0.212502,0.148501,0.144538,0.148252,0.143697,-0.265229,0.160192,0.162380,0.145329,0.108922,-0.276168,-1.622144,1.658198,-1.440419,1.450771,-1.446151,1.426640,-1.097057,1.174854,4.274612,-4.211646,-1.932496,-1.675433,-1.663697,-1.254811,4.055612,1.574430,-1.672100
371.000000,0.135032,0.103669,0.115228,0.105587,-0.212551,0.148553,0.144575,0.148286,0.143717,-0.265316,0.160213,0.162385,0.145346,0.108938,-0.276251,-1.623023,1.659079,-1.441199,1.451554,-1.446926,1.427418,-1.097670,1.175469,4.276592,-4.213633,-1.933738,-1.676560,-1.664817,-1.255718,4.057615,1.574870,-1.672541
372.000000,0.135068,0.103719,0.115268,0.105615,-0.212599,0.148604,0.144611,0.148319,0.143736,-0.265403,0.160234,0.162391,0.145362,0.108953,-0.276333,-1.623898,1.659958,-1.441976,1.452333,-1.447698,1.428194,-1.098281,1.176083,4.278566,-4.215612,-1.934976,-1.677683,-1.665934,-1.256622,4.059610,1.575308,-1.672980
